Author,Comment,Time
@dinarochmawati7559,Setuju sekali dengan statemen om khozinudin. Nanti saksi2 ahli itu disuap biar menang 😢,3 jam yang lalu (diedit)
@yadinuralami7678,"Knapa utk pasal ujaran kebencian ada 7 ahli tpi utk uji keaslian ijazah gak ada, bhkn ijazah asli aja kagak ada... cek dong sama ahli bhsa semua jejak digital jokowi, kok jelas bngt berat sebelah polri",2 hari yang lalu
@ErniWati-wq5hj,Orang baik yg mana klu boleh tau,2 hari yang lalu
@madkobar3384,Lagian orang baik ga akan punya musuh,2 hari yang lalu
@moh.aryadi9325,"Setuju , orang2 baik rismon cs pasti di lindungi Tuhan krn akan membongkar kebohongan selama puluhan tahun , benar2 bengis ratusan juta rakyat Indonesia di tipu bertahun tahun tanpa rasa bersalah",2 hari yang lalu
@arisdermawan4120,Kami juga jokomania...😂...elu aja yg cuma 3 ekor😂,2 hari yang lalu
@Narwoko-z6t,Jangan sombong saya pendukung Kejujuran,2 hari yang lalu
@mahmudzuhri8651,"Kejujuran apo, hoax semua",2 hari yang lalu
@FaizCell-q2l,​ @Narwoko-z6t  pendukung kejujuran ya bang? 🤔🤔🤔 Tapi kayaknya nggak deh...😂😂😂.,2 hari yang lalu
@SAPUJAGAT-24,jgn jgn pembela jowki,2 hari yang lalu
@theteams4502,"​ @arisdermawan4120 
DIAAAAAM!!
JEMPE...!!!!!!",2 hari yang lalu
@Atiiiii-el4th, @SAPUJAGAT-24 pembela kebenaran bkn pembela pembuat hoax,2 hari yang lalu
@AlFattah-m4v,Termul bersatu biarkan nanti juga ada saatnya kebenaran menunjukkan jalannya.,2 hari yang lalu
@arisdermawan4120,​ @theteams4502 elu yang DIAAAMMMM....TUA BANGKA😂,1 hari yang lalu
@wardaydrong,"SDM rendah
Alias botol 😂😂",2 hari yang lalu
@DolattaGinting-k1z,Sejarah akan mencatat siapa yg berbohong...yg.simpel dibikin jd ruwet.,1 hari yang lalu
@sularamborodewi1411,"Allah tidak akan bersama dengan orang salah, itu pasti dn benar.",1 hari yang lalu
@HengkiIrawwan,Ya udah kebaca bro.. mirip seperti penanganan gus nur & bambang tri 😂😂😂,1 hari yang lalu
@Naylajewelry,"Saya melihatnya pernyataan penasehat kepolisian cendrung bela jokowi dan kepada yg meneliti di anggap menuduh ijazah palsu, padahal mereka"" awalnya melihat dari rektor UGM dan kader PSI yg di tunjukan ijazahnya jokowi , lalu pak Rismon meneliti ke UGM dan menemui kejanggalan , lalu rame"" mengunjungi ke UGM , nah itu yg saya tahu dari melihat berita"" nya di media",2 hari yang lalu
@AufaNur-eq3ky,"Polisi sepertinya jadi ternak Mulyono, ganti kalpori Sigit itu baru masalah ijasahnya Mulyono bisa diselesaikan dgn sebenarnya",2 hari yang lalu
@Duryat-d6l,"Manusia tukang bohong, walau dia benar pun tdk ada yg percaya, yg tersirat dlm benak masyarakat dia sll berbohong",3 jam yang lalu
@kinggzioo,"Tidak akn adil,klau kplri nya m sy h listio sigit",1 hari yang lalu
@mustajabsaputra6494,"Penasehat apaan ini. Cocok, penasehat di nusa kambangan. Ini org, terlalubanyak air mulutnya",2 hari yang lalu
@agusprawoto4909,Tuntaskan dahulu asli atau palsu baru menuntut...gimana sih.,2 hari yang lalu
@NurRohmawati-pb7ft,Pal Ahmad ini pengacara yg cerdas. Sehat selalu.....,1 hari yang lalu
@sugengumartono8323,"luar biasa ahmad khosinudin, kejujuran itu mmng sederhana dan mudah pembuktiannya,kebohongan yg sangat ribet mbulet",2 hari yang lalu
@garwiwinarso2182,"Ya Allah lindungilah orang yang menegakkan kebenaran dan keadilan, azab lah orang yang melindungi kebohongan",2 hari yang lalu
@BatuMandi-z3t,Nyata pakta ijazah jokowi palsu 😂😂😂😂😂,2 hari yang lalu
@Ronald-k4o9k,Saya percaya  akan melibatkan banyak ahli independen yng  berkompeten memeriksa ijazah Jokowi ini,22 jam yang lalu
@RezaThaherNasution,OCCRP😊,2 hari yang lalu
@VivoPertama-m2r,"Enak dengar bicaranya bang ahmad nampak orang yg berilmu dan beretika, bicaranya berisi, berdasarkan fakta keterbukaan informasi,, tidak ada yg di selimuti",2 hari yang lalu
@rasulhamidi772,Seharusnya Bareskrim mempublikasikan ijazah Jkw ke publik DEMI pencegahan penggunaan ijazah PALSU utk jadi pejabat publik/ Preciden. Padahal setiap orang (publik) berhak tahu sampai ungkapkan asli/ palsunya ijazah pejabat publik/ mantan sesuai ketentuan Pasal 28 F & Pasal 28 J ayat (1) UUD 1945 dan Pasal 18 ayat (2) huruf b UU KIP dan Pasal 18 ayat (2) huruf b UU KIP. Artinya pak Rismon CS tidak bisa dipidanakan karena bertentangan dengan pasal pasal yg disebutkan di atas.,2 hari yang lalu
@gilabola9297,"Menurut saya ini polemik lucu ,menggelikan dan memalukan ... karna apa ? Karna ini di lakukan oleh orang2 yang berpendidikan tinggi",12 jam yang lalu
@ras77rohhana37,Ganti.pk.ariyanto.dugu.perusak.hukum.yg.benar..jadi.salah.,2 hari yang lalu
@barokahputra7091,"Allohu Akbar.mantab.
Adili Jokowi",2 hari yang lalu
@antonsalindrah5054,Sudah terang benderang ini IJAZAH PALSU😡😡,1 hari yang lalu
@Prawirodirwdjo,Wah… Pak Ahmad dikeroyok nih.. tetap semangat Pak Ahmad,1 hari yang lalu (diedit)
@DaniTri-j6i,"Tolong jgn undang lagi Ariyanto ! Ngomongnya udah nggak jelas
Dan dia bukan humas polri",1 hari yang lalu
@dodol9792,Pembuktiannya tuduh sana.. tuduh sini...😂,2 hari yang lalu
@nurulintania,Peettlah,1 hari yang lalu
@alexsander12a3,Kalo omongan nya termul munntahhhh aku 😂😂😂😂😂😂 ngedabrus kaya mobil ghoib esemka yang ngateliiiiiii,1 hari yang lalu
@surantobsc9414,Biarkan diadu di persidangan langsung biar masyarakat tahu kebenaran juga...,2 hari yang lalu
@rasulhamidi772,"​ @surantobsc9414 
Anda telah sengaja.menghina HAM.orang lain (publik) utk tahu informasi sampai ungkapkan asli/ palsunya ijzah Jkw. Anda telah langgar atau sembunyikan pasal pasal yg telah.diaebutkan di atas.",2 hari yang lalu
@galihamiruddin-yc9kp,Betul sekali . Ariyanto jangan dipakai,2 hari yang lalu
@FaizCell-q2l,"Benar dari mana kalian? Bedakan antara menduga dan memfitnah, ingatt ... Jejaak digital itu masih ada.",2 hari yang lalu
@AgungSokhibalmuna,Setuju,19 jam yang lalu
@IchalYt-y8j,Diiiiiiaaaaaaammmmmmmmm😂😅😂😅😂😅,2 hari yang lalu
@alfonsokondo5751,"Ahmad mulai goyang tuhhh, keliatan banget GK tenang 😂😂😂 mata ila ala tuhhh😅😅😅",1 hari yang lalu
@fahrukiperdana7486,ahmad ni juga dong,11 jam yang lalu
@CakPur-y3d,Luar biasa bang Ahmad..aangat gamblang sekali cara ngomongnya..masyakat insyaallah bisa menilai...semangat bang ahmad...semoga diberikan sehat selalu..demi memperjuangkan kebenran..Aminnn,1 hari yang lalu
@Ferli_Bengli,"Mantap untuk host laki-laki, kritis dan pemberani",1 hari yang lalu
@Defry.Ardian,"Kebenaran hanya ada 1 versi, sedangkan kebohongan akan ada banyak versi untuk menutupi kebohongannya",1 hari yang lalu
@opazheyazheya1202,"Tujuh ahli itu harus independen, dan pemeriksaanya harus live, biar masyarakat tahu, biar percaya, biar gak gaduh",1 hari yang lalu
@Nazmi57,"Mari kita do,akan untuk yang membela/membuat kebohongan akan mendapat Azab 7turunan",1 hari yang lalu
@agussuwarno3924,Seorang ksatria akan menghadapi permasalahan sendiri tanpa harus melibatkan orang lain apalagi rakyat jelata untuk dijadikan korban. Kalo memang salah mending seleh dan mengakuinya secara ksatria yang seharusnya pak Jokowi lakukan,1 hari yang lalu
@umarardiansyah7447,"Bang Ahmad.. mantap,👍",14 jam yang lalu
@andreds3852,"Ya Allah 
Tunjukkan kuasaMu
Segera engkau azab orang2 yg penuh dusta itu",1 hari yang lalu
@wongdusun68,Pembenci tidak akan menyerah cari kesalahan orang yg tidak disukai,22 jam yang lalu
@EfriAna-o1y,Bapak sehat selalu smg Allah selalu melindungimu beserta keluarga Amin,1 hari yang lalu
@masmblakrakfamily,Ahli rismon tifa Suryo kok gak diajak nanti pasti hasilnya palsu lagi kalo mereka gak diajak😂,1 hari yang lalu
@Sutekno-m1z,"Yang penting semuanya harus jujur kalau ingin hidupnya pada tebang...terutama para saksi,jangan karena takut jabatan..Malaikat selalu di dekat kita...",1 jam yang lalu
@rizal90pakcik36,Jutaan TKI yg berada d malaysia rata2 mereka bilang ijazah jokowi palsu d cetak d pasar Pramuka.😂,1 hari yang lalu
@julizarraharusun1771,"INILAH BENTUK HUKUM DI KONOHA, HUKUM RUNCING HANYA KEBAWAH,.. ANDAIKAN TERTUDUH ORANG BIASA2, PERKARA INI CEPAT SELESAI",1 hari yang lalu (diedit)
@bersyukurbersabarbeb1928,MALAYSIA HADIR DUKUNG PAK JOKOWI❤❤❤❤❤❤👍👍👍👍👍👍,1 hari yang lalu
@muhammadmuammarakustik3192,"Harusnya kita rakyat semua bersatu..
menuntut Jokowi untuk memperlihatkan Ijazahnya kepada kita..",1 hari yang lalu
@sarwanisarwani9974,Semoga iblis2  yg berbuat curang dan zalim segera diazab Allah SWT..aamiin..,1 hari yang lalu
@surantobsc9414,Hehehe....,2 hari yang lalu
@sriusman192,Pak tua tiap kali AK bicara mulutnya menjap menjep takut teriak lagi 😂,2 hari yang lalu
@al-asrvipwater3380,Tukang NGIBUL ko didukung 😅😅,1 hari yang lalu
@SujatnaEnjat,Siapapun yg berbohong semoga segera di azab dg sepedih pedihnya,1 hari yang lalu
@S.Muncen-c4f,Di Dunia  Hanya di Negara Indonesia .  Jelas ada Orang me malsukan ijazah kok malah di bela mati2 an .,4 jam yang lalu
@landaricharicha5240,Emang masih ada yg PERCAYA ? Sm ladusing??,1 hari yang lalu
@Deniferdiansyah-k7i,Ayo gerak cepat polisi biar ad tersangka....biar g gaduh LG d NKRI ini😮,1 hari yang lalu
@iwakartiwa7714,"Masalah penegakan Hukum bukan pintarnya bicara, tapi perlu pembuktian yg benar sesuai pakta 2 , karena Hukum itu sebuah kepastian, bagi kita, bukan kebencian",1 hari yang lalu
@DARMAWANWAWAN-d6h,Maju terus pantang mundur bang... tegakkan keadilan dan kebenaran,1 hari yang lalu
@MangYan-k7c,kejujuran menuju kebenaran !!!,3 jam yang lalu
@blackbennington3161,Dia di undang sebagai Penasehat kapolri atau sebagai ternak mulyono😂😂😂,1 hari yang lalu
@PakEko-m7m,"Seribu ahli apapun percuma,, kebenaran hanya butuh moral dan etika,,bila seorang ahli memihak salah satu dari apa yang di sengketa kan percuma saja,, karena hukum bisa di putar balikkan sesuai apa kehendak sang bermodal besar,,",20 jam yang lalu
@abdussalamMubarok-y9z,"Kebohongan pasti jelimet dan penuh  intrik, dan cendrung di tutup tutupi, sedangkan kejujuran penuh dngan kemudahan,jelas",14 jam yang lalu
@NovalRz,Berat. Maju terus walaupun berat💪,1 hari yang lalu
@Berry-c5c,Tinggal di uji porensik yg tranparan..ijazah asli bawa..bukan photo copy..bukan muter muter berdebat..tolong pak polisi tegak kan hukum dengan jujur dan terbuka..,1 hari yang lalu
@RW32BojongRawaLumbu,"Libatkan rismon, agar tidak ada kesan direkayasa. Karena yang mau diredam itu ada ketidakpercayaan",1 hari yang lalu
@niminnimin6800,Maju terus pak Ahmad kozinudin rakyat tetap di pihak BP klo selagi itu kebenaran,1 hari yang lalu
@triosolawatsadulur2814,untuk menutupi kebohongan butuh menurunkan komponen elit negara sementara untuk melihat kebenaran cukup mudah dan simpel dengan menunjukan keasliannya,1 jam yang lalu
@Islamuddin-yc3ro,Pengacara yang dzalim semoga murkah sebelum putusan ya Allah laknatlah pembela yang zalim amin,1 jam yang lalu
@Suwoyo-r6e,Jangan hanya. 7 ahli. Sejuta ahli pun. Kalau membela kebohongan. Pasti Allah swt. Akan membuktikan. Kebenaran ini,1 hari yang lalu
@esterwae328,"Semoga cepat di selesaikan sesuai  dengan keputusan yang  diambil.kalau di berikan peluang,malah meluas dan terus di gali gali.",5 jam yang lalu
@RismaRisma-v8o,Klu cuma ahli dunia yg dihadirkan masih bisa berkilah lidah org ini. Klu ahli dari ALLAH SWT baru lidah pun tdk bisa berkilah lg. Mudah2an para ahli2 ini yg dihadirkan mewakilkan ahli dr ALLAH SWT. amin,1 hari yang lalu
@anonimexid,"Jujur dan kebenaran  itu murah dan mudah, berbelit dan membuat pembenaran  malah berbayar mahal dan melibatkan institusi dan banyak orang.",1 hari yang lalu
@suyatnoyatno3891,"Kalo akal sehat & kejujuran dijunjung  tinggi, sdh jelas siapa yg bohong...
Cetho welo2 ketok moto.",1 hari yang lalu
@putuyoga8885,"Pak Jokowi, sebaiknya bapak tampil dan menunjukan ijazah dan langsung mengajak diskusi yg menuduh ijazah bapak nggak bener....pasti ini semua selesai...dan nggak menyita perhatian bangsa ini.❤",1 hari yang lalu
@aliyadewe2597,"Semngat bro.. jangan takut di intervensi

Kebenaran akan muncul",1 hari yang lalu
@Totosaleh-m3r,Ahli ahli biar jumlah nya sekeranjang bila tak jujur dan netral....apalagi ahli bayaran.  Yg termasuk genk mulyono...,1 hari yang lalu
@inuavan9169,Si ahmad kesannya pintar banget yak. Padahal kosong. Wkwkwk,1 hari yang lalu
@sarkam4660,"Smg tuduhan,fitnah,ujaran kebencian msuk rana pinana yg bikin gaduh slma ini",1 jam yang lalu
@RahimUdin-si7tj,"Tompel"""" . Titip jadikan tesanke.. omon omon .. muak dengaer'x😂",1 hari yang lalu
@tienoa6745,"Tidak butuh ahli, yg penting tunjukan yng asli biar di teliti ramai2 di media yg penuh keterbukaan",1 hari yang lalu
@SamsulArifin-fk8cj,"Kebenaran itu mudah
Kalau mau tidak jujur butuh usaha yang banyak dan berbelit belit..",1 hari yang lalu
@bollobollo1952,MAJU TERUS PENCARI KEBENARAN..,22 jam yang lalu
@KangeM-v7c,Mulyono membelinya ijazah yg asli tapi dikasih yg foto kopi dari pasar Pramuka😂😂😂😂😂😂,1 hari yang lalu
@ruslannceky2453,"Kenapa gk selesaikan dulu soal ijazah yg di duga palsu setelah mendapatkan putusan yg berkekuatan hukum, baru dilanjutkan dgn dugaan pencemaran nama baik dll.",22 jam yang lalu
@Hendra-m5t,Sebenarnya simpel tinggal pihak sekolah yg harus jujur gak bohong,1 hari yang lalu
@AgungSokhibalmuna,Org jujur itu gk ribet,19 jam yang lalu
@bladeangel,Selama tdk terbuka dalam pemeriksaannya.. maka jangan harap netizen percaya oleh hasil pemeriksaan daro polda metro.,1 hari yang lalu
@bedorjenaka,Lepaskan  piyee  ...  kok Enak aja  pel  ... Tompel  ...  Lanjut  !!!   😂😂😂🤣🤣🤣,1 hari yang lalu
@irzuliman7786,"Menutupi kebohongan itu mudah,, klo jujur itu susah, nunjukin ijazah d publik aja gx brani kok",1 hari yang lalu (diedit)
@asihumiati1943,Ngapain harus byk ahli yg di libatkan. Tinggal periksa usia kertas ijazahnya  pasti langsung terang benderang siapa yg salah,17 jam yang lalu
@PoniminOye,Kamu betul mas bela kebenaran aku mendukung mudah2an cepet selesai  yg benar adalah pengacara roi,19 jam yang lalu
@NanangSuhariyadi76,Ya...harusnya melibatkan dari fihak yg mempermasalahkan ijazah juga dan juga fihak yg netral .,4 jam yang lalu
@bedorjenaka,"Penting  kan Tampil  teruss...
Duit  ngalirrr   terusss  ....
😂😂😂🤣🤣🤣",1 hari yang lalu
@bedorjenaka,Tompel  cari panggung  😂😂😂🤣🤣🤣,1 hari yang lalu
@japjeffrey4731,Di segerakan saja  . Spy tdk  gaduh mlulu...,1 hari yang lalu
@ErinPuji-t7l,Pak Ahmad mantap,1 hari yang lalu
@saifudinhidayat,"Kalau kekuasaan dilepaskan dulu, pengadilan akan selesai. Trims.",1 hari yang lalu
@FransiskusKJ,"Enak buat dia ,yg katakan palsu, org yg merasa dgn susah paya ,mendptkan ijasa ,dibulil oleh semua org yg benci kepada pemilik ijasa, merasa beban pikiranx, apakah  orang yg menuduh merasakan tidak jika dibaliki ,",1 hari yang lalu
@vaniz2012,"Aduhhh bingung Konoha, cukup 1 org jujur dan pintar dah beres",1 hari yang lalu
@anggilee17,kebohongan itu memang akan selalu berbelit. dan selalu pakai logika terbalik.,1 hari yang lalu
@SgajshdjdksjHdjejs,7 ahli kira2 yg di teliti apa ya? Kan tidak pernah ditunjukkan ijazah aslinya,14 jam yang lalu
@andryherikson7866,"usul konkrit...
uji karbon ijasah JKW sehingga bisa diketahui dengan pasti tahun berapa kertas atau ijasah JKW dikeluarkan..",1 hari yang lalu
@hijrah-803,"Sebagai negarawan yg baik tunjukan ijazah anda pak Jokowi, please hentikan keributan ini. Mari fokus membangun negara",1 hari yang lalu
@musthofacms5403,"SEGERA PKI, FPI DAN HTI GULUNG SEMUA DARI NKRI.",10 jam yang lalu
@ookjelek7169,Maling dgn maling sdh bukan rahasia lagi saling melindungi,39 menit yang lalu
@penjagabumi,"susahnya berkata jujur untuk pakar kebohongan... 
tunjukkan ijazah selesai",1 hari yang lalu
@MarsianusSitanggang,Orang pintar dan jujur tdk dibutuhkan di Negara Konoha.,1 hari yang lalu
@vandkeii7465,"sekali berbohong, maka akan terus ada kebohongan selanjutnya untuk menutupi kebohongan sebelumnya.. haduh.. 
""JIKA BISA DIPERSULIT KENAPA HARUS DIPERMUDAH""",17 jam yang lalu
@begjo7658,Cari kebenaran jangan cari menang kalah,1 hari yang lalu
@sedoyojoyochannel123,"Simpel yg dibikin ribet...
Hadirkan Jokowi beserta teman kuliahnya sambil membawa ijazahnya dan diperiksa bareng2 oleh ahli. Beres...",1 hari yang lalu
@sulisani1556,kebenaran akan mencari jln nya sendiri walau hanya se lubang jarum,1 hari yang lalu
@erickzieril4769,Segala sesuatu yg berbelit-belit pasti mencari jalan keluar..KLO ada yg susah knp harus gampang..😅😅,1 hari yang lalu
@evercossxxx9673,10:02 Memang meragukan termasuk kamu pak tua😂,1 hari yang lalu
@SyakbanPKU-k9g,saya  setuju  sama  bg  kozainudin   polisi  ragu  makany  hadirkan  para  ahli.,1 hari yang lalu
@masadiclean1702,Mudah2an 7: ahli ini bukan bayaran dan bukan pesanan khawatir kyk sandiwara gitu. Karna selama ini penuh sandiwara 😊..,1 hari yang lalu
@egoridere6637,Kebohongan diatas kebohongan. Smoga sjh saya slaah. Itu harapan saya,1 hari yang lalu
@AnnaChandra-vs7ub,"Susah emang kalau di negeri yg kejujurannya cuma 15 persen, palsu tapi asli seperti nilai rapot anak2 😅",22 jam yang lalu
@candra6388,Sebenarnya pihak si tompel sangat ketakutan akan di pidana,1 hari yang lalu
@BambangWibisono-ex3lv,Yg tengah ketauan bngt berpihak Kl penegak hukum itu hrs netral dan hrs bersemangat untuk membuktikan dr 2 sumber ini...udh jelas ending nya kemana,1 hari yang lalu
@donnysaputra4958,Jadi g sabar liat roy panci dkk pake baju orange😂,1 hari yang lalu
@kesatriaNKRI-w2k,"emang berbelit belit kalau berbauh kebohongan,maling teriak maling",1 hari yang lalu
@darkcold5630,"Belum ada keputusan Pengadilan kata Khasinuddin
Tapi dilain waktu minta tunjukkan saja selesai, nggak usah repot-repot pake pengacara atau pengadilan",1 hari yang lalu
@MadePutra-u3n,Saya dlu bnci sm bpk ahmad pdhal org ini sgt cerdas hati saya sdh dibutakan dlu oleh mulyono and the genk,19 jam yang lalu
@mugiyono4375,Ijazahnya dipastikan asli dulu diperiksa bersama  melibatkan penggugat jika asli baru bisa dinamakan fitnah dan pencemaran  nama baik.....akal pada sakit bagaimana orang bisa percaya,1 hari yang lalu (diedit)
@sinonomo3176,"7 ahli utu gak seberapa bayarannya , tapi kejujuran yg paling mahal.",1 hari yang lalu
@muhadi8201,Hukum akhiratlah yg paling adil. Dunia ini sandiwara,1 hari yang lalu
@ASFIRMANSYAH,"Semoga para saksi Ahli konsekwensi. Bukan Transaksi. Atau Ahli Hishjab. Karna Malaikat itu Benar2 ada""",1 hari yang lalu
@kangaris3607,pengacara RS ini bisa bisa jd tersangka juga tuh..,1 hari yang lalu
@MamikMlg,"Yng bilang asli dan sah itu sudah di tutup Amplop.
Jelas jelas ijasah Jokowi itu masih diragukan aslinya karena aneh....adakah ijasah bisa di tekuk tekuk atau di lipat.
Semoga perjuangan BPK bpk yng memperjuangkan kejujuran..keadilan diberikan kemudahan",1 hari yang lalu
@Pakaiyoutube,Mulai berbelit melepaskan jeratan dari hukum 😅,1 hari yang lalu
@Totosaleh-m3r,Saya pribadi lebih yakin ijazah Jokowi buatan UPP Universitas pasar pramuka..... Selama ini UGM telah menempatkan dirinya sebagai universitas Gembel Materialis.....,1 hari yang lalu
@hamka500,Sejuta ahli pun tak masalah yg penting independent !!,23 jam yang lalu
@sugengsugeng7006,mantul ahmad khoz,1 hari yang lalu
@MsBayu2000,Orang ini bikin hal mudah jadi sulit aja 😂😂😂,1 hari yang lalu
@bedorjenaka,Sudah  mulai  ngelesss  😂😂😂🤣🤣🤣,1 hari yang lalu
@MohThohan,Menyala pak Ahmad nanti akan kelihatan siapa yg pembohong,2 jam yang lalu
